Provincia;Municipio;Localidad;Código postal;Dirección;Margen;Longitud;Latitud;Toma de datos;Gasolina 95 E5;Gasolina 95 E10;Gasolina 95 E5 Premium;Gasolina 98 E5;Gasolina 98 E10;Gasóleo A;Gasóleo Premium;Gasóleo B;Gasóleo C;Bioetanol;Biodiésel;Gases licuados del petróleo;Gas natural comprimido;Gas natural licuado;Hidrógeno;Gasóleo de uso marítimo;Rótulo;Tipo;Horario
ALMERÍA;MACAEL;MACAEL;04867;CARRETERA CTRA. DE TAHAL KM. 3;D;-2,299139;37,333306;02/11/2023 18:45;1,569;;;;;1,479;1,529;;;;;;;;;;NTRA SRA DEL ROSARIO;;"L-S: 07:00-21:00; D: 08:00-14:00"
SEVILLA;MARINALEDA;MARINALEDA;41569;CARRETERA CTRA. ECIJA- LA RODA, C-3310 KM. 36,600;I;-4,963861;37,369639;02/11/2023 16:58;1,589;;;;;1,539;1,589;1,239;;;;;;;;;SANTIAGO;;L: 06:00-22:00
CÓRDOBA;SANTAELLA;SANTAELLA;14547;CARRETERA CTRA. ECIJA-LA RAMBLA C-3312 KM. 25,000;N;-4,848000;37,580083;02/11/2023 16:59;1,589;;;;;1,549;;;;;;;;;;;SANTIAGO;;L-D: 07:00-21:00
SANTA CRUZ DE TENERIFE;ARONA;CAMELLA(LA);38627;CARRETERA CTRA. GENERAL VALLE SAN LORENZO KM. 98,86;N;-16,680889;28,078194;03/11/2023 06:30;1,249;;;1,349;;1,219;1,319;;;;;;;;;;DISA;;"L-S: 07:00-22:00; D: 07:00-14:00"
PALMAS (LAS);PALMAS DE GRAN CANARIA (LAS);PALMAS DE GRAN CANARIA (LAS);35018;CARRETERA CTRA. GRAL. DE TENOYA, 1 FINCA EL CANONIGO KM. 1;N;-15,489361;28,107806;03/11/2023 06:00;1,359;;;1,494;;1,354;1,449;;;;;;;;;;CEPSA LA CAZUELA;;L-D: 24H
SANTA CRUZ DE TENERIFE;VICTORIA DE ACENTEJO (LA);VICTORIA DE ACENTEJO (LA);38380;CARRETERA CTRA. GRAL. DEL  NORTE KM. 27;I;-16,466778;28,436083;30/10/2023 10:15;1,325;;;1,439;;1,319;1,419;;;;;;;;;;SHELL LA VICTORIA;;L-D: 06:00-22:00
PALMAS (LAS);MOYA;MOYA;35413;CARRETERA CTRA. GRAL. DEL NORTE KM. 13;I;-15,560333;28,144944;30/10/2023 12:15;1,199;;;1,299;;1,199;1,299;;;;;;;;;;H2EXAGON NORTE;;L-D: 24H
PALMAS (LAS);MOYA;MOYA;35413;CARRETERA CTRA. GRAL. DEL NORTE KM. 13;D;-15,560833;28,145472;30/10/2023 12:15;1,329;;;1,429;;1,329;1,419;;;;;;;;;;BP KM 13 - 1 (SAN ANDRES);;L-D: 06:00-23:00
PALMAS (LAS);PALMAS DE GRAN CANARIA (LAS);PALMAS DE GRAN CANARIA (LAS);35013;CARRETERA CTRA. GRAL. DEL NORTE KM. 185;N;-15,445944;28,098639;30/10/2023 12:00;1,339;;;1,469;;1,339;1,449;;;;;;;;;;BP LA PATERNA;;L-D: 24H
HUELVA;CARTAYA;CARTAYA;21450;CARRETERA CTRA. HV 311 KM. 2,2;D;-7,149417;37,302278;30/10/2023 11:30;1,589;;;;;1,558;;;;;;;;;;;LUKOIL;;L-D: 06:00-22:00
